id_prueba,timestamp,modo,tipo_evento,escenario,distancia_m,iluminacion,objeto_verdad,objeto_predicho,confianza,t_total_ms,latencia,acierto,notas,interaccion,audio_path,latencia_ms,t_total_ms_numeric,distancia_verdad_cm,distancia_estimada_cm,diferencia_distancia_pct,clasificacion_distancia,texto_verdad,texto_predicho
2775,2026-01-02T01:14:13.521068,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.4,,converted output to speech,,,1.4,0,,,,,,
2776,2026-01-02T01:14:14.088895,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,starting,,,,0.6,,,,,,
2777,2026-01-02T01:14:14.283047,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.2,,,finished (44449 bytes),,,,0.2,,,,,,
2778,2026-01-02T01:14:14.285105,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2779,2026-01-02T01:14:14.286737,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,44449 bytes,,,,0,,,,,,
2780,2026-01-02T01:14:14.435344,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2781,2026-01-02T01:14:14.447085,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2782,2026-01-02T01:14:14.738222,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334454733.png,,,,0.3,,,,,,
2783,2026-01-02T01:14:14.740270,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2784,2026-01-02T01:14:15.088455,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,"B u p MÁXIMA""",,,,0.3,,,,,,
2785,2026-01-02T01:14:15.092986,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334454733.png,,,,0,,,,,,
2786,2026-01-02T01:14:15.094721,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"B u p MÁXIMA""",,,,0,,,,,,
2787,2026-01-02T01:14:15.100230,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.0,,converted output to speech,,,1,0,,,,,,
2788,2026-01-02T01:14:15.591222,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,starting,,,,0.5,,,,,,
2789,2026-01-02T01:14:15.870747,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (44053 bytes),,,,0.3,,,,,,
2790,2026-01-02T01:14:15.873295,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2791,2026-01-02T01:14:15.875999,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,44053 bytes,,,,0,,,,,,
2792,2026-01-02T01:14:16.034734,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768,,,,0.2,,,,,,
2793,2026-01-02T01:14:16.038790,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2794,2026-01-02T01:14:16.332197,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334456321.png,,,,0.3,,,,,,
2795,2026-01-02T01:14:16.334191,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2832,2026-01-02T01:14:23.193118,MOBILE,OCR,"2B, 3.5, 3.6",,,,i =N e | OCIDAD MÁXIMA,,00:00.5,,,"result: ""i
=N
e |
OCIDAD
MÁXIMA""",,,,0.5,,,,,,i =N e | OCIDAD MÁXIMA
2797,2026-01-02T01:14:17.079198,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334456321.png,,,,0,,,,,,
2798,2026-01-02T01:14:17.081661,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"¥ ﬁ@elmo""",,,,0,,,,,,
2799,2026-01-02T01:14:17.104089,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.5,,converted output to speech,,,1.5,0,,,,,,
2800,2026-01-02T01:14:17.795244,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.7,,,starting,,,,0.7,,,,,,
2801,2026-01-02T01:14:17.955593,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.2,,,finished (43918 bytes),,,,0.2,,,,,,
2802,2026-01-02T01:14:17.957393,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2803,2026-01-02T01:14:17.958639,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43918 bytes,,,,0,,,,,,
2804,2026-01-02T01:14:18.077666,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2805,2026-01-02T01:14:18.110099,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2806,2026-01-02T01:14:18.441831,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334458431.png,,,,0.3,,,,,,
2807,2026-01-02T01:14:18.455881,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2820,2026-01-02T01:14:20.452086,MOBILE,OCR,"2B, 3.5, 3.6",,,,a U D VELOCIDAD =—,,00:00.4,,,"result: ""a
U
D
VELOCIDAD
=—""",,,,0.4,,,,,,a U D VELOCIDAD =—
2809,2026-01-02T01:14:18.888060,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334458431.png,,,,0,,,,,,
2810,2026-01-02T01:14:18.894309,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"e 5 i la VELOCIDAD MÁXIMA —= =""",,,,0,,,,,,
2811,2026-01-02T01:14:18.900879,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.1,,converted output to speech,,,1.1,0,,,,,,
2812,2026-01-02T01:14:19.404631,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,starting,,,,0.5,,,,,,
2813,2026-01-02T01:14:19.547824,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.1,,,finished (43855 bytes),,,,0.1,,,,,,
2814,2026-01-02T01:14:19.549515,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2815,2026-01-02T01:14:19.550658,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43855 bytes,,,,0,,,,,,
2816,2026-01-02T01:14:19.700408,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2817,2026-01-02T01:14:19.704433,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2818,2026-01-02T01:14:20.015097,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334459988.png,,,,0.3,,,,,,
2819,2026-01-02T01:14:20.037926,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2808,2026-01-02T01:14:18.883402,MOBILE,OCR,"2B, 3.5, 3.6",,,,5 e 5 i la VELOCIDAD MÁXIMA —= =,,00:00.4,,,"result: ""5
e
5
i
la
VELOCIDAD
MÁXIMA
—=
=""",,,,0.4,,,,,,5 e 5 i la VELOCIDAD MÁXIMA —= =
2821,2026-01-02T01:14:20.458320,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334459988.png,,,,0,,,,,,
2822,2026-01-02T01:14:20.460326,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"U D VELOCIDAD =—""",,,,0,,,,,,
2823,2026-01-02T01:14:20.471997,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.1,,converted output to speech,,,1.1,0,,,,,,
2824,2026-01-02T01:14:21.551124,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:01.1,,,starting,,,,1.1,,,,,,
2825,2026-01-02T01:14:22.191463,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (43241 bytes),,,,0.6,,,,,,
2826,2026-01-02T01:14:22.196042,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2827,2026-01-02T01:14:22.200179,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43241 bytes,,,,0,,,,,,
2828,2026-01-02T01:14:22.370278,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.2,,,original size: 1024x768,,,,0.2,,,,,,
2829,2026-01-02T01:14:22.378862,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2830,2026-01-02T01:14:22.684994,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334462680.png,,,,0.3,,,,,,
2831,2026-01-02T01:14:22.687675,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2796,2026-01-02T01:14:17.073500,MOBILE,OCR,"2B, 3.5, 3.6",,,,50 ¥ ﬁ@elmo,,00:00.7,,,"result: ""50
¥
ﬁ@elmo""",,,,0.7,,,,,50 VELOCIDAD MÁXIMA,50 ¥ ﬁ@elmo
2833,2026-01-02T01:14:23.202569,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334462680.png,,,,0,,,,,,
2834,2026-01-02T01:14:23.204539,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"=N e | OCIDAD MÁXIMA""",,,,0,,,,,,
2835,2026-01-02T01:14:23.210101,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.7,,converted output to speech,,,1.7,0,,,,,,
2836,2026-01-02T01:14:23.520211,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,starting,,,,0.3,,,,,,
2837,2026-01-02T01:14:23.771474,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (43672 bytes),,,,0.3,,,,,,
2838,2026-01-02T01:14:23.777850,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2839,2026-01-02T01:14:23.780497,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43672 bytes,,,,0,,,,,,
2840,2026-01-02T01:14:23.902889,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2841,2026-01-02T01:14:23.933579,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2842,2026-01-02T01:14:24.225183,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334464215.png,,,,0.3,,,,,,
2843,2026-01-02T01:14:24.227121,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2772,2026-01-02T01:14:13.500339,MOBILE,OCR,"2B, 3.5, 3.6",,,,50 . o MAXIMA,,00:00.3,,,"result: ""50
.
o
MAXIMA""",,,,0.3,,,,,50 VELOCIDAD MÁXIMA,50 . o MAXIMA
2845,2026-01-02T01:14:24.564119,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334464215.png,,,,0,,,,,,
2846,2026-01-02T01:14:24.566229,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"'l"".+ bec OCIDAD MÁXIMA""",,,,0,,,,,,
2847,2026-01-02T01:14:24.576174,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.1,,converted output to speech,,,1.1,0,,,,,,
2848,2026-01-02T01:14:25.048879,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,starting,,,,0.5,,,,,,
2849,2026-01-02T01:14:25.353127,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (43605 bytes),,,,0.3,,,,,,
2850,2026-01-02T01:14:25.355154,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2851,2026-01-02T01:14:25.356996,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43605 bytes,,,,0,,,,,,
2852,2026-01-02T01:14:25.477616,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2853,2026-01-02T01:14:25.507533,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2854,2026-01-02T01:14:25.803427,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334465799.png,,,,0.3,,,,,,
2855,2026-01-02T01:14:25.806492,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2760,2026-01-02T01:14:11.449215,MOBILE,OCR,"2B, 3.5, 3.6",,,,a === º_ T- r IDAD MA,,00:00.3,,,"result: ""a
===
º_
T-
r
IDAD
MA""",,,,0.3,,,,,,a === º_ T- r IDAD MA
2857,2026-01-02T01:14:26.901557,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334465799.png,,,,0,,,,,,
2858,2026-01-02T01:14:26.906656,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"A íilí¿élmo MÁXIMA""",,,,0,,,,,,
2859,2026-01-02T01:14:26.913065,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.9,,converted output to speech,,,1.9,0,,,,,,
2860,2026-01-02T01:14:27.329329,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,starting,,,,0.4,,,,,,
2861,2026-01-02T01:14:27.971874,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (43583 bytes),,,,0.6,,,,,,
2862,2026-01-02T01:14:27.974842,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2863,2026-01-02T01:14:27.976555,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43583 bytes,,,,0,,,,,,
2864,2026-01-02T01:14:28.110289,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2865,2026-01-02T01:14:28.140971,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2866,2026-01-02T01:14:28.430297,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334468421.png,,,,0.3,,,,,,
2867,2026-01-02T01:14:28.433346,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2748,2026-01-02T01:14:09.518210,MOBILE,OCR,"2B, 3.5, 3.6",,,,_- _ 0 D m a - AD IMA =,,00:00.5,,,"result: ""_-
_
0
D
m
a
-
AD
IMA
=""",,,,0.5,,,,,,_- _ 0 D m a - AD IMA =
2869,2026-01-02T01:14:28.672941,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334468421.png,,,,0,,,,,,
2870,2026-01-02T01:14:28.681018,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"VELOCIDAD MÁXIMA""",,,,0,,,,,,
2871,2026-01-02T01:14:28.686898,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.4,,converted output to speech,,,1.4,0,,,,,,
2872,2026-01-02T01:14:29.251373,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,starting,,,,0.6,,,,,,
2873,2026-01-02T01:14:29.557689,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.3,,,finished (43443 bytes),,,,0.3,,,,,,
2874,2026-01-02T01:14:29.559443,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2875,2026-01-02T01:14:29.560572,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43443 bytes,,,,0,,,,,,
2876,2026-01-02T01:14:29.678951,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2877,2026-01-02T01:14:29.700423,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2878,2026-01-02T01:14:29.994460,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334469990.png,,,,0.3,,,,,,
2879,2026-01-02T01:14:29.996034,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2736,2026-01-02T01:14:07.771762,MOBILE,OCR,"2B, 3.5, 3.6",,,,':QE_L¿CIDAD MÁXIMA,,00:00.8,,,"result: ""':QE_L¿CIDAD
MÁXIMA""",,,,0.8,,,,,50 VELOCIDAD MÁXIMA,':QE_L¿CIDAD MÁXIMA
2881,2026-01-02T01:14:30.656210,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334469990.png,,,,0,,,,,,
2882,2026-01-02T01:14:30.659019,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"50 s Es de ¿'-IDAD MÁXIMA""",,,,0,,,,,,
2883,2026-01-02T01:14:30.668450,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.4,,converted output to speech,,,1.4,0,,,,,,
2884,2026-01-02T01:14:31.074395,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,starting,,,,0.4,,,,,,
2885,2026-01-02T01:14:31.685797,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (43511 bytes),,,,0.6,,,,,,
2886,2026-01-02T01:14:31.689878,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2887,2026-01-02T01:14:31.692216,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43511 bytes,,,,0,,,,,,
2888,2026-01-02T01:14:31.831379,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2889,2026-01-02T01:14:31.852875,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2890,2026-01-02T01:14:32.181167,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334472177.png,,,,0.3,,,,,,
2891,2026-01-02T01:14:32.183099,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2724,2026-01-02T01:14:05.229325,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.4,,,"i En — MÁXIMA""",,,,0.4,,,,,,
2893,2026-01-02T01:14:32.938666,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334472177.png,,,,0,,,,,,
2894,2026-01-02T01:14:32.941493,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,", u e - EE .. IDAD NIÁx¡MA""",,,,0,,,,,,
2895,2026-01-02T01:14:32.948934,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.9,,converted output to speech,,,1.9,0,,,,,,
2896,2026-01-02T01:14:33.369626,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,starting,,,,0.4,,,,,,
2897,2026-01-02T01:14:33.756251,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (43457 bytes),,,,0.4,,,,,,
2898,2026-01-02T01:14:33.761102,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2899,2026-01-02T01:14:33.762890,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43457 bytes,,,,0,,,,,,
2900,2026-01-02T01:14:33.898509,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2901,2026-01-02T01:14:33.927620,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2902,2026-01-02T01:14:34.226678,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334474210.png,,,,0.3,,,,,,
2903,2026-01-02T01:14:34.255685,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2712,2026-01-02T01:14:03.597202,MOBILE,OCR,"2B, 3.5, 3.6",,,,CWL¿C¡DAD p M IMA,,00:01.3,,,"result: ""CWL¿C¡DAD
p
M
IMA""",,,,1.3,,,,,50 VELOCIDAD MÁXIMA,CWL¿C¡DAD p M IMA
2905,2026-01-02T01:14:35.096143,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334474210.png,,,,0,,,,,,
2906,2026-01-02T01:14:35.097955,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"— E - . ra _ EC = — VELOCIDAD MÁXIMA""",,,,0,,,,,,
2907,2026-01-02T01:14:35.107842,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.7,,converted output to speech,,,1.7,0,,,,,,
2908,2026-01-02T01:14:35.756922,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,starting,,,,0.6,,,,,,
2909,2026-01-02T01:14:36.344729,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.6,,,finished (43220 bytes),,,,0.6,,,,,,
2910,2026-01-02T01:14:36.346951,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2911,2026-01-02T01:14:36.348808,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43220 bytes,,,,0,,,,,,
2912,2026-01-02T01:14:36.468757,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2913,2026-01-02T01:14:36.498787,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2914,2026-01-02T01:14:36.800044,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334476789.png,,,,0.3,,,,,,
2915,2026-01-02T01:14:36.803039,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2700,2026-01-02T01:14:00.483449,MOBILE,OCR,"2B, 3.5, 3.6",,,,re | = Ne VELOCIDAD MÁXIMA =,,00:00.4,,,"result: ""re
| =
Ne
VELOCIDAD
MÁXIMA
=""",,,,0.4,,,,,50 VELOCIDAD MÁXIMA,re | = Ne VELOCIDAD MÁXIMA =
2917,2026-01-02T01:14:37.513254,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334476789.png,,,,0,,,,,,
2918,2026-01-02T01:14:37.522097,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"MÁXIMA""",,,,0,,,,,,
2919,2026-01-02T01:14:37.531669,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,00:01.8,,converted output to speech,,,1.8,0,,,,,,
2920,2026-01-02T01:14:38.040873,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.5,,,starting,,,,0.5,,,,,,
2921,2026-01-02T01:14:38.434591,MOBILE,ESP32,"2B, 3.5, 3.6",,,,,,00:00.4,,,finished (43144 bytes),,,,0.4,,,,,,
2922,2026-01-02T01:14:38.438003,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,starting,,,,0,,,,,,
2923,2026-01-02T01:14:38.440362,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,43144 bytes,,,,0,,,,,,
2924,2026-01-02T01:14:38.579846,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.1,,,original size: 1024x768,,,,0.1,,,,,,
2925,2026-01-02T01:14:38.603068,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,upscaled to: 1024x768,,,,0,,,,,,
2926,2026-01-02T01:14:38.891361,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.3,,,saved temp image at /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334478882.png,,,,0.3,,,,,,
2927,2026-01-02T01:14:38.892794,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,"running tesseract (psm=11,oem=1)",,,,0,,,,,,
2688,2026-01-02T01:13:58.916520,MOBILE,OCR,"2B, 3.5, 3.6",,,,- 50 u VELOCIDAD - MAXIMA —,,00:00.4,,,"result: ""-
50
u
VELOCIDAD
- MAXIMA
—""",,,,0.4,,,,,50 VELOCIDAD MÁXIMA,- 50 u VELOCIDAD - MAXIMA —
2929,2026-01-02T01:14:39.357478,MOBILE,OCR,"2B, 3.5, 3.6",,,,,,00:00.0,,,cleaned temp file /data/user/0/com.prototype.artificial_vision/cache/ocr_1767334478882.png,,,,0,,,,,,
2930,2026-01-02T01:14:39.359306,MOBILE,TTS,"2B, 3.5, 3.6",,,,,,00:00.0,,,"I8! , si Y VELOCIDAD MÁXIMA""",,,,0,,,,,,
